x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,data_quality
1.9,1.62,16.48,5.4,9.57,2.13,1.95,2.13,3.43,0.69,0.79,1.34,0.63,9.83,1.05,1
1.13,2.77,7.19,3.28,7.25,1.42,1.64,0.77,2.63,1.31,3.28,0.6,1.75,2.19,1.09,0
0.56,0.87,4.36,3.18,3.92,1.44,0.67,0.93,0.54,0.32,0.43,0.52,0.37,8.57,1.74,1
1.8,2.56,6.58,6.64,9.24,2.32,1.52,2.59,2.91,1.68,1.14,0.87,1.21,9.61,2.1,1
1.93,2.61,14.85,7.33,20.08,2.46,1.65,2.04,0.83,2.21,1.01,1.45,0.51,5.18,0.62,1
1.27,1.67,7.43,4.85,11.28,1.52,1.41,0.92,0.66,0.85,0.59,0.4,0.53,9.87,5.1,0
3.43,2.69,12.35,10.95,15.64,6.32,1.31,2.99,3.74,1.94,3.31,2.01,2.62,17.5,3.95,0
4.5,1.5,9.76,10.07,16.34,5.29,1.33,5.29,4.7,2.14,1.38,1.72,2.05,14,1.96,0
1.5,1.71,6.17,4.33,8.39,2.98,1.25,1.24,1.45,1.85,1.1,1.04,0.92,10.77,1.49,1
0.73,1.83,6.36,4.45,7.42,2.46,1.75,0.83,1.06,1.11,1.8,0.44,0.22,18.28,1.59,0
0.56,0.84,4.62,3.43,8.11,1.55,0.61,1.65,0.69,0.34,0.49,0.49,0.32,10.1,1.75,0
2.28,2.43,10.87,7.15,10.38,2.04,1.74,2.4,1.39,1.4,1.1,1.19,0.88,5.71,0.68,1
3.26,3.35,10.95,11.76,13.04,3.4,2.7,2.68,2.78,1.97,1.7,1.61,1.94,8.99,3.01,0
6.33,5.33,11.46,10.28,13.22,5.33,1.42,5.61,5.61,3.21,3.65,2.03,1.88,15,2.68,1
0.55,0.76,2.45,3.21,5.51,2.45,0.66,1.01,0.49,0.33,0.41,0.83,0.32,7.96,1.45,0
1.99,2.8,7.08,7.07,9.73,2.32,1.61,2.35,1.76,1.49,1.39,0.84,1.39,9.01,2.08,1
1.76,1.76,11.28,5.53,7.75,2.2,1.89,2.07,3.28,0.88,0.67,0.96,0.7,8.19,0.9,0
0.52,0.9,4.28,2.69,7.35,1.53,0.47,0.84,0.34,0.36,0.27,0.57,0.29,11.02,2.75,0
0.58,0.88,5.48,2.53,2.91,1.74,0.48,0.89,0.37,0.29,0.26,0.28,0.34,4.59,2.33,0
1.23,1.67,7.78,5.46,7.61,1.64,1.8,1.46,2.62,0.66,0.57,0.7,0.57,6.14,0.98,0
3.77,1.32,4.13,3.22,8.14,1.16,1.42,1.13,0.68,0.61,0.51,0.51,0.31,1,0.5,0
1.23,1.64,6.52,3.08,6.71,1.02,0.91,0.79,1.49,0.72,0.88,0.65,0.63,9.32,0.9,0
0.87,1.93,2.82,2.52,5.38,1.11,0.85,1.02,0.85,0.56,0.81,0.56,0.85,6.15,1.18,0
0.88,1.78,4.82,3.62,6.9,3.44,1.59,2.72,2.14,2,1.77,2.08,0.91,11.49,1.16,0
1.21,1.87,7.92,3.63,6.3,1.23,0.72,0.63,1.26,0.7,0.74,0.69,0.56,7.45,0.84,1
2,3.13,4.52,5.32,9.98,1.86,1.42,1.42,1.86,1.86,1.69,1.06,0.53,3.99,2.45,0
1.2,1.2,5.95,3.09,7.25,1.45,1.72,2.41,1.25,0.49,0.34,0.3,0.3,2.5,1.11,0
1.25,2.3,8.82,7.2,14.36,2.78,1.73,1.75,2.19,1.71,1.3,1.5,0.99,12.97,1.67,0
2.07,2.72,9.96,7.72,16.83,3.24,1.71,2.1,1.26,1.62,1.06,1.1,0.49,5.19,0.65,1
0.68,1.77,3.15,3,4.93,1.4,0.55,1.05,0.78,0.56,0.68,0.64,0.71,6.11,0.61,0
0.95,2.2,6.43,4.38,8.82,0.91,1.19,1.32,2.25,0.66,0.65,0.88,0.51,5.55,0.84,1
0.88,1.7,9.51,3.01,6.72,2.12,1.41,1.59,1.59,1.24,1.77,1.77,0.71,7.07,1.16,0
0.65,1.18,3.21,2.47,4.38,1.51,0.46,0.41,0.68,0.72,0.91,0.36,0.5,3.87,0.48,0
1.92,1.83,10.13,5.51,10.85,1.54,1.37,1.56,2.37,0.89,0.64,1.15,0.7,8.19,1.01,1
4.26,1.96,8.15,3.21,17.31,1.24,1.3,0.94,1.08,0.71,0.67,0.7,0.63,0.7,0.68,0
2.65,3.28,9.01,8.53,14.31,2.46,1.73,2.9,2.73,1.66,1.37,1.14,1.04,7.27,1.9,1
1.76,3.5,18.52,14.97,18.91,2.94,2.31,3.29,3.97,1.99,1.64,1.03,0.97,6.23,2.46,1
1.31,1.63,8.19,4.51,9.19,1.06,1.31,1.23,2.15,0.7,0.37,1.31,0.62,7.37,1.13,0
2.78,1.13,7.52,4.03,12.03,1.54,1.58,1.67,1.13,1.06,0.87,1.25,0.54,0.85,0.61,0
0.73,1.62,4.28,6.12,3.67,1.65,0.45,0.67,0.41,0.29,0.41,0.37,0.37,4.28,0.86,0
0.67,0.93,7.92,3.75,5.56,4.23,0.73,0.98,0.6,0.22,0.6,0.98,0.22,12.24,2.11,0
2,1.73,9.11,4.18,5.3,2.48,1.49,2.51,1.16,1.23,1.59,1.22,0.98,4.9,0.99,0
3.61,1.75,15.02,8.79,18.05,6.01,2.22,3.61,6.14,3.97,2.17,1.08,0.79,6.5,1.87,0
0.52,1.22,3.16,3.26,4.69,1.74,0.75,1.02,0.82,0.45,0.71,0.56,0.63,3.46,0.72,0
1.04,1.78,3.63,4.98,3.11,3.11,1.56,2.08,1.14,1.56,1.56,0.62,0.78,10.38,1.04,0
1.2,2.5,6.83,6.65,11.41,2.38,1.16,1.71,1.97,1.01,1.01,1,1.29,8.41,2.27,1
0.81,1.21,48.47,6.06,8.08,1.21,0.81,1.62,0.4,0.81,1.01,0.61,0.48,6.06,0.61,0
0.58,1.12,3.29,4,7.33,0.98,0.55,0.38,0.31,0.34,0.27,0.16,0.22,8.15,1.28,0
1.97,1.94,9.69,5.2,9.33,1.72,1.45,1.88,3.6,0.93,0.66,2.16,0.52,9.83,1.08,0
3.46,2.8,24.38,11.31,19.1,5.65,2.76,2.64,2.36,1.13,1.88,2.6,0.8,6.03,1.7,0
0.81,1.14,8.68,3.61,6.36,1.02,0.86,0.51,0.48,0.43,0.52,0.35,0.57,5.58,1.67,1
1.87,2.63,13.23,7.41,12.45,2.47,1.65,2.14,1.49,1.35,1.08,1.09,0.57,4.41,0.7,1
1.73,2.38,8.29,6.62,9.94,2.52,1.33,2.42,2.86,1.23,1.12,0.93,1.25,8.41,2.24,1
2.63,0.87,1.82,2.18,5.81,0.73,1.2,0.73,0.36,0.29,0.25,0.25,0.2,1,0.49,0
4.78,3.66,9.82,19.83,14.38,5.1,2.08,4.55,4.54,2.99,3.12,1.41,1.94,10,3.33,1
4.4,2.96,11.41,12.25,12.34,2.78,1.2,2.61,2.58,1.77,2.55,2.13,1.98,13.39,2.13,1
3.61,0.94,43.31,8.66,11.55,3.25,1.37,4.33,2.17,2.17,2.74,0.72,0.72,5.78,3.61,0
0.54,1.16,2.48,3.32,5.91,0.51,0.57,0.49,0.41,0.39,0.23,0.27,0.19,16.29,1.28,0
0.82,0.99,4.18,3.98,4.08,2.14,0.44,0.61,0.49,0.31,0.37,1.53,0.32,6.12,1.47,0
1.25,1.5,2,6.19,8,1,1,1,0.5,0.7,0.33,0.5,0.33,10.83,1.46,0
0.93,1.87,7.58,3.21,6.96,1.06,0.7,0.67,1.21,0.65,0.59,0.56,0.61,7.45,1.03,1
0.6,0.91,3.2,2.39,3.67,2.02,0.57,0.86,0.45,0.33,0.39,0.18,0.35,9.18,1.39,0
0.67,1.21,3.09,2.38,4.55,1.76,0.63,0.65,1.05,0.56,0.82,0.63,0.48,9.17,0.7,0
1.76,1.5,9.66,5.17,10.23,1.66,1.54,1.72,2.74,0.59,0.61,1.57,0.56,8.19,0.9,0
2.89,1.78,25.27,7.84,36.1,5.39,2.4,5.52,3.61,1.44,1.44,1.2,0.72,7,2.17,0
0.81,1.21,48.47,6.06,8.08,1.21,0.81,1.62,0.4,0.81,1.01,0.61,0.48,6.06,0.61,0
0.91,1.86,2.89,3.14,10.44,2.06,1.24,1.03,0.91,0.99,0.95,0.68,0.83,7.58,1.24,0
0.82,0.88,3.11,2.89,4.74,1.29,0.7,0.87,0.66,0.31,0.37,0.6,0.34,8.88,2,1
0.85,1.46,9.11,4.03,5.83,3.3,1.11,2.3,1.54,1.65,1.92,1.06,0.52,6.72,0.97,0
1.14,1.34,9.51,3.62,6.9,3.44,1.97,2.72,2.14,2.72,1.77,2.41,0.27,15.03,0.62,0
2.02,1.64,7.22,2.53,13.36,4.33,0.72,2.89,3.43,2.17,1.8,1.08,0.87,7.22,1.59,0
1.23,1.68,7.45,3.72,7.78,1.51,1.07,0.89,1.67,0.76,1.18,0.51,0.73,7.45,1.27,1
1.72,1.44,9.83,4.38,10.64,1.72,1.26,1.64,1.39,0.53,0.63,1.64,0.61,8.19,0.9,0
0.96,1.08,5.77,3.67,6.22,0.48,0.81,1.24,0.95,0.38,0.39,0.66,0.44,2.71,0.65,1
4.31,1.64,25.27,5.56,13.36,4.33,1.44,3.97,3.43,3.07,3.07,1.08,0.65,5.05,1.59,0
0.67,1.41,12.86,4.99,7.82,2.66,1.12,2.47,0.97,0.72,1.18,1.11,0.51,15.54,3.23,1
1.45,1.15,9.3,3.75,7.44,1.3,1.23,0.54,0.56,0.43,0.51,0.65,0.53,6.98,2.08,1
0.56,1.02,6.61,2,3.15,0.76,0.31,0.8,0.67,0.21,0.16,0.45,0.3,1.54,1.57,0
1.61,1.72,5.32,5.94,7.26,2.28,0.93,0.91,0.91,1.04,1.04,0.7,0.73,7.78,1.51,0
0.78,1.18,10.65,2.44,6.58,1.33,1.01,1.22,0.83,0.56,0.87,0.76,0.41,13.32,1.33,0
1.99,2.69,10.59,5.91,9.33,2.41,1.65,2.07,1.26,1.03,0.96,0.97,0.32,5.71,0.57,0
0.87,1.93,2.82,2.52,5.38,1.11,0.85,1.02,0.85,0.56,0.81,0.56,0.85,6.15,1.18,0
1.04,1.37,8.04,6.38,8.3,2.02,1.19,0.87,1.49,1.39,1.03,0.77,0.7,8.36,1.19,0
1.45,3.08,16.88,10.89,19.94,3.13,2.21,3.12,3.75,1.61,1.65,1.19,0.82,6.23,1.74,1
1.34,2.42,7.27,6.77,10.28,2.4,1.13,2.42,2.57,1.22,0.93,0.79,1.25,8.41,1.84,1
0.45,1.08,6.61,2.1,3.15,0.67,0.27,0.92,0.67,0.27,0.18,0.55,0.27,1.54,1.11,0
0.77,0.78,5.75,3,5.92,0.98,0.58,0.94,0.37,0.37,0.37,0.43,0.37,2.75,1.2,0
3.16,3.06,11.9,16.03,17.96,4.56,1.19,5.53,4.1,5.69,4.2,1.64,2.19,12.75,2.92,1
1.98,2.04,6.58,5.02,6.6,1.9,1.5,1.5,1.35,0.98,0.82,1.12,0.54,9.53,1.6,1
2.33,1.74,13.78,5.05,10.97,2.29,1.56,1.97,3.88,0.93,0.57,1.8,0.87,9.01,1.23,1
0.67,1.04,4.9,3.56,6.19,1.63,0.57,0.92,0.39,0.33,0.31,0.76,0.33,9.49,1.86,0
3.58,2.17,10.7,15.2,12.17,4.34,1.36,3.2,3.9,1.83,2.23,1.42,1.1,15,2.5,1
1.54,1.64,11.09,4.02,8.55,1.86,1.29,1.78,2.54,0.94,0.74,0.49,0.73,4.5,0.98,0
0.61,0.88,4.28,3.55,3.43,2.2,0.49,1.18,0.43,0.49,0.24,0.37,0.37,2.45,1.38,0
0.95,1.34,6.34,4.01,7.83,1.21,0.37,0.65,1.12,0.84,0.65,0.37,0.53,3.35,0.84,0
1.08,1.87,7.98,3.78,8.66,1.46,0.86,0.88,1.61,0.89,0.83,0.79,0.71,7.64,1.08,1
6.6,4,6.61,13.23,11.02,2.8,1.57,2.08,4.24,1.32,1.1,0.7,1.91,15,1.43,0
1.67,1.97,7.43,3.76,8.93,2.05,1.53,1.34,0.75,0.89,0.74,0.45,0.54,21.16,5.1,0
1.95,1.69,11.08,5.43,9.92,1.38,1.99,2.01,3.19,0.87,0.87,2.21,0.84,8.19,1.34,1
0.64,1.06,7.68,1.82,5.99,1.61,1.05,1.72,0.81,0.29,0.59,0.47,0.24,5.38,2.47,1
4.87,1.55,6.5,10.11,14.44,6.02,5.39,5.41,2.97,1.44,1.44,1.32,1.22,10.83,2.11,0
1.33,1.8,5.27,3.5,5.48,0.91,0.95,1.24,1.28,0.62,0.67,0.63,1.15,3.08,1.35,0
0.67,1.33,2.22,3.33,3.89,0.44,0.67,0.56,0.44,0.33,0.28,0.22,0.22,0.67,0.33,0
0.8,1.5,3.12,4.13,5.42,1.73,1.89,2.12,0.83,1.86,1.97,1.41,0.85,4.95,1.3,0
1.53,2.58,7.67,5.9,10.78,1.56,1.22,1.74,2.17,1.08,0.98,0.77,1.09,7.51,2.47,1
0.78,1.18,3.25,3.31,4.19,1.32,1.02,1.07,0.84,0.54,0.8,0.56,0.6,5.64,1.18,0
0.81,0.92,2.73,1.68,2.45,0.86,0.46,0.22,0.71,0.27,0.21,0.35,0.32,2.05,1.63,0
2.99,2.12,13.1,8.82,12.18,4.46,1.41,2.93,4.98,1.79,2.26,1.71,1.71,12.5,2.03,0
0.86,1.79,9.9,4.23,7.28,3.31,1.31,2.63,1.65,1.89,2.39,1.25,0.62,8.49,0.96,1
1.95,1.84,7.72,7.81,10.64,2.26,1.06,1.23,1.24,0.93,1.11,1.2,1.33,1.6,2.39,0
0.91,0.98,6.54,4,6.42,1.35,1.19,0.73,1.41,0.64,0.7,0.67,0.74,3,1.04,0
1.01,2.46,6.94,4.93,9.07,0.86,1.08,1.24,1.94,0.55,0.67,0.87,0.48,6.66,0.79,1
0.79,1.52,5.6,3.36,5.36,2.06,0.94,1.41,2.12,1.66,1.7,1.41,0.51,5.75,0.77,0
1.4,1.62,6.8,3.65,10.1,1.01,1.01,0.97,0.74,0.57,0.6,0.71,0.46,10.28,1.39,0
0.79,1.37,11.92,3.66,6.36,2.22,0.79,1.91,0.64,1.11,2.7,0.64,0.44,31.78,2.18,0
2.17,1.59,9.38,4.91,11.88,4.69,1.8,4.04,4.69,2.54,1.64,1.2,0.87,6.86,2.02,0
0.97,1.91,8.85,6.09,9.23,1.23,1.56,1.09,1.79,1.14,1.94,0.91,0.53,6.23,0.87,1
0.95,1.91,9.51,3.62,6.9,3.44,1.97,2.72,2.12,2.72,1.77,2.3,0.91,5.3,1.16,0
5.49,4.14,10.55,14.69,13.64,6.09,2.54,6.78,5.29,5.04,5.42,2.03,2.25,12,4.29,1
0.77,0.94,4.18,3.06,4.08,2.14,0.35,0.61,0.49,0.31,0.34,0.31,0.29,6.12,1.47,0
1.33,1.04,9.75,3.49,8.85,1.4,0.89,2.79,0.89,0.99,0.9,0.88,0.62,15.31,1.46,0
1.53,3.1,6.71,7.8,16.77,3.27,2.6,2.1,4.25,1.93,1.63,1.34,1.01,11.74,2.4,0
4.56,4.4,12.59,15.31,17.7,4.2,1.82,3.03,4.26,2.23,2.74,1.6,1.52,9.99,2.8,1
4.3,2.49,8.27,16.52,13.21,5.7,2.11,5.68,4.43,2.46,1.95,1.1,1.88,12,3.5,0
4.02,1.76,8.29,10.18,11.69,5.65,2.45,4.3,7.16,3.92,1.51,0.9,1.09,8.63,2.45,0
3.51,1.88,14.92,6.5,13.48,4.62,3.27,6.14,4.33,2.05,2.84,1.32,0.83,7.94,1.83,0
2.84,3.94,15.43,11.44,19.63,3.39,2.35,1.88,1.89,1.4,1.25,1.76,1.54,13.11,2.64,1
0.88,1.41,15.11,2.65,4.42,2.12,1.41,1.59,1.59,0.88,1.41,1.77,0.53,7.07,1.34,0
0.81,0.91,4.02,4.13,14.28,2.16,0.41,0.67,0.61,0.43,0.34,0.89,0.35,13.47,1.79,0
0.5,1.08,2.4,2.65,6.31,0.75,0.5,0.26,0.53,0.37,0.37,0.16,0.23,8.15,1.49,1
0.94,1.5,25.89,4.39,6.75,1.9,0.89,4.29,1.22,0.83,0.95,1,0.54,16.65,2.22,1
5.37,3.13,10.71,15.5,15.43,3.45,1.18,3.1,3.04,2.59,2.06,1.46,2.33,11,2.39,1
1.32,1.22,6.76,3.55,5.19,0.52,0.81,0.89,1.58,0.27,0.57,0.76,0.47,4.06,0.71,0
0.62,1.13,6.92,2.81,5.62,1.78,0.71,1.87,0.89,0.27,0.47,0.37,0.23,5.15,2.22,0
1.94,1.87,13.1,5.08,10.97,1.77,1.31,1.85,2.74,0.8,0.68,1.8,0.84,9.01,1.18,0
3.86,2.75,11.46,14.61,15.52,3.81,1.83,3.89,4.73,3.03,2.12,1.46,2.36,13,2.69,1
0.99,1.82,8.82,3.37,7.26,2.08,0.95,1.17,1.3,1.17,1.17,0.94,0.78,5.19,0.91,0
3.58,2.26,15.35,5.25,11.85,3.98,2.18,3.23,3.31,3.88,3.45,2.05,1,12.92,1.62,1
1.5,2,4,5.95,7.45,4.57,1.07,2,1.85,1.56,1.6,2,1.75,13.5,1.52,0
1.76,1.62,9.66,5.05,10.23,1.51,1.7,1.91,5.19,0.94,0.66,2.37,0.56,8.19,0.9,0
2.82,2.15,4.86,5.39,5.75,3.11,2.03,1.76,2.77,2.93,1.72,1.35,0.55,6.2,0.99,0
1.12,1.31,8.23,4.63,11.92,2.27,2.29,1.23,0.72,0.68,0.41,0.58,0.27,6.14,1.36,1
3.92,2,10.74,13.23,16.53,4.67,1.45,5.51,4.74,2.18,3.22,1.82,2.33,13.5,2.77,0
1.1,2.03,9,6.61,6.61,11.02,0.44,1.1,0.88,1.1,2.2,0.25,2,3,2.5,0
1.55,2.16,5.22,3.91,6.15,1.3,0.91,0.87,1.09,0.81,0.75,0.59,0.47,4.84,0.7,0
0.97,0.93,2,2.9,6.9,0.83,1.3,1.52,0.96,0.36,0.34,0.2,0.33,1.75,0.55,0
3.42,6.05,27.07,28.41,51.81,3.94,2.95,3.2,4.62,2.53,2.4,2.41,1.36,13.74,2.09,1
1.15,2.05,9.91,3.79,7.69,1.35,1.07,1.12,2.66,1.23,0.93,0.8,0.67,9.32,1.43,1
2.13,2.29,10.26,7.33,13.7,4.82,2.05,2.87,3.06,2.17,1.97,1.46,1.5,15,2.85,0
0.79,1.31,7.55,2.35,7.47,1.7,1.16,1.57,0.85,1.02,1.88,0.72,0.31,9.53,2.82,1
0.52,1.1,1.68,2.9,2.92,1.47,0.37,0.46,0.75,0.34,0.38,0.39,0.43,4.08,0.61,1
4.57,1.65,5.78,6.5,10.83,2.89,2.89,3.07,6.3,1.88,1.34,1.52,0.58,2.53,1.62,0
4.93,4.82,18.17,14.32,18.36,6.31,2.76,3.58,6.48,3.74,2.98,2.5,2.25,13,2.57,1
0.99,2.33,6.89,3.41,7.45,0.99,0.84,0.81,1.21,0.74,0.61,0.62,0.47,5.59,0.9,0
5.33,3.2,13.02,7.7,30.31,11.81,5.29,4.25,3.07,6.33,3.21,3.26,1.32,11.31,3.14,0
4.53,2.6,5.38,5.08,17.56,1.33,2.86,1.46,1.23,1,1.22,1.04,0.45,0.5,0.92,0
1.19,1.5,5.1,5.47,8.41,2.05,1.04,0.96,1.23,1.26,0.73,0.86,0.68,5.97,0.78,0
1.57,1.74,7.38,4.68,8.73,1.64,1.26,1.87,2.66,1.03,0.6,0.84,0.7,9.83,1.13,0
1.5,1.82,12.55,6.02,7.92,2.29,2.21,2.67,3.28,0.9,0.68,3.28,0.84,8.19,1.04,0
1.09,2.05,4.87,6.28,6.02,1.62,1.22,1.67,1.47,1.35,1.25,0.89,0.91,8.84,2.15,1
1.39,1.9,7.03,4.7,6.64,1.49,1.47,1.41,1.65,1.21,1.22,1.04,0.94,4.68,1.41,0
1.17,1.14,6.23,4.84,7.84,1.21,1.24,0.57,0.58,0.49,0.51,0.28,0.56,7.44,1.77,1
1.17,1.17,7.54,3.96,7.51,1.13,0.92,0.54,0.44,0.44,0.41,0.53,0.55,6.51,2.33,1
4.16,2.14,14.1,13.78,16.16,4.56,1.19,3.62,5.61,2.27,2.92,2.01,1.91,14,2.62,1
2.21,2.35,11.32,10.3,11.89,2.67,1.46,2.27,3.05,1.85,2.09,2.14,1.76,12.47,2.98,1
0.59,0.78,7.03,2.63,7.88,1.34,1.6,0.73,0.35,0.54,0.42,0.28,0.23,3.09,0.67,0
1.99,1.78,7.14,3.54,7.45,0.93,1.12,1.02,1.96,1.21,1.12,0.56,0.56,6.06,1.12,0
1.88,2.62,11.13,10.62,15.08,3.02,3.02,6.4,6.36,3.86,2.81,2.4,0.89,15.08,1.88,0
0.73,0.9,4.79,2.45,2.45,1.84,0.37,0.75,0.37,0.36,0.37,0.32,0.28,4.9,2.05,0
2,1.06,2.38,2.62,4.67,0.73,1.18,0.83,0.5,0.4,0.42,0.53,0.2,0.6,0.49,0
3.16,2.56,11.9,13.23,16.53,4.56,1.19,4.63,4.03,5.28,4.04,1.52,2.19,12,2.92,0
2.89,1.78,25.27,7.84,36.1,5.39,2.4,5.52,4.69,2.54,1.64,1.2,1.2,7,2.28,0
1.37,1.7,10.34,5.04,9.83,1.52,1.35,1.51,2.36,0.87,0.7,1.6,0.73,7.37,1.13,0
0.83,1.12,4.02,2.63,7.59,0.27,0.8,0.3,0.27,0.3,0.24,0.35,0.16,3.7,1.23,0
1.33,1.35,9.07,4.99,3.33,1.95,1.04,2.31,0.96,0.67,0.88,0.67,0.47,15.54,2.08,0
4.26,3.09,12.43,9.92,14.04,4.83,1.73,4.45,4.02,2.88,2.81,1.64,2.29,15,3.94,1
1.56,1.28,11.87,4.51,9.19,1.76,1.34,1.31,1.88,0.66,0.61,0.98,0.62,9.01,0.86,0
1.03,2.06,11.58,6,4,3.43,1,0.64,1.07,1.23,1.21,0.29,0.45,6.43,0.94,0
3.78,3.36,12.04,12.85,13.95,4.18,1.49,3.45,4.07,2.8,2.39,1.82,1.72,10,2.09,0
0.8,1.7,3.18,4.67,7.6,2.65,1.15,2.12,1.24,1.5,1.59,2.65,0.44,5.66,0.88,0
0.57,1.18,8.17,5.8,4.64,2.33,0.92,1.8,0.95,0.91,0.98,0.62,0.74,10.82,1.96,0
0.71,1.31,3.34,2.86,6.36,2.01,1.27,1.48,0.7,0.64,1.91,0.48,0.32,12.65,2.32,0
0.79,0.78,3.25,1.71,2.67,0.8,0.52,0.48,0.36,0.25,0.26,0.25,0.27,2.9,1.31,0
4.9,2.15,7.02,8.23,12.07,4.09,1.15,3.49,4.13,2.72,2.2,1.57,1.71,12,2.56,0
0.94,2.21,8.9,2.86,9.22,4.54,1.43,1.84,0.64,1.4,2.35,1.59,0.68,12.71,3.18,0
2.74,1.76,6.5,3.61,28.83,5.05,2.17,3.07,4.69,2.29,1.8,1.65,0.67,10.83,2.17,0
3.93,2.8,12.61,10.93,13.41,4.86,1.64,4.32,3.89,2.17,2.4,1.71,1.7,12,2.13,1
5.33,0.57,5,7.1,42.6,2.28,4.05,2.87,1.53,1.53,1.53,1.57,1.58,0.7,0.25,0
2.89,1.56,14.44,7.84,7.96,2.89,1.44,3.61,2.89,1.59,1.44,0.72,0.79,7,1.37,0
0.47,0.99,4.41,1.96,6.73,1.96,0.59,1.1,0.73,0.24,0.48,0.65,0.29,1.66,0.56,0
2.02,1.77,11.46,4.91,9.42,1.26,1.56,1.91,3.93,0.68,0.86,1.15,0.71,6.55,1.17,0
0.94,2.04,8.57,4.42,10,0.87,1.31,1.49,2.04,0.56,0.76,0.82,0.54,4.44,0.82,1
2.63,2.4,10.8,10.47,13.96,3.21,1.31,3.74,5.41,2.15,3.14,1.44,1.37,12.99,1.83,1
1.8,1.75,11.46,5.49,9.66,1.61,1.41,1.97,3.01,1.15,1.08,1.2,0.94,8.19,1.2,1
2.99,1.99,6.57,5.45,5.73,4.13,1.75,0.53,1.39,3.21,1.63,1.35,0.43,6.76,1.13,0
1.09,1.27,4.71,3.91,4.32,4.1,0.44,0.88,0.88,0.69,1.51,0.57,0.5,7,1.25,0
0.67,0.94,1.63,2.55,6.31,0.88,0.61,0.43,0.27,0.27,0.29,0.29,0.34,7.13,1.52,0
1.11,1.91,7.17,3.91,7.43,0.93,0.93,1.12,1.7,0.89,0.97,0.37,0.6,2.35,1.49,0
1.1,1.43,8.06,4.4,5.73,1.64,1.58,1.48,1.76,0.82,0.71,1.64,0.61,6.55,1.31,0
4.87,1.55,5.78,4.69,10.83,4.33,5.39,5.41,2.97,1.44,0.79,0.79,0.72,10.83,1.16,0
1.05,1.33,6.56,3.59,6.89,1.1,0.79,0.69,1.26,0.98,0.97,0.61,0.65,5.17,1.07,1
4.9,1.83,6.48,7.13,23.11,1.4,2.33,1.63,1.12,0.84,1,0.73,0.68,0.76,0.45,0
1.24,1.76,9.38,4.91,9.13,1.99,1.18,1.21,2.8,1.27,1.37,0.75,0.7,8.29,1.32,0
0.95,1.9,8.15,3.73,6.75,1.3,0.89,0.98,1.58,0.98,0.93,0.51,0.7,3.73,1.35,0
3.61,1.29,10.78,6.74,7.96,3.97,1.79,3.76,6.16,2.89,1.95,1.22,0.72,5.05,1.37,0
0.8,0.98,5.55,4.22,8.17,1.32,1.15,1.12,1.25,0.67,0.6,0.67,1.02,3,1.04,0
2.74,1.47,12.27,4.45,9.38,3.61,1.99,1.8,1.8,1.95,1.8,1.44,1.19,10.83,1.44,0
4.54,4.23,22.05,13.96,25.72,4.05,1.81,4.78,5.88,2.77,2.2,2.03,1.66,15,2.09,1
3.96,3.47,12.6,9.57,17.81,3.91,1.47,3.38,2.88,3.21,3.17,2,1.89,11,2.54,0
3.89,2.86,12.29,9.17,14.8,4.62,1.49,4.26,5.67,3.05,2.2,1.66,2.12,16,3.75,1
0.69,0.82,2.83,1.7,2.78,0.89,0.43,0.58,0.36,0.22,0.27,0.09,0.3,0.89,0.45,0
2.43,1.69,21.66,5.04,14.44,2.89,1.8,2.17,2.17,1.44,1.44,1.08,0.71,7.22,1.95,0
1.51,1.53,11.46,5.49,9.28,1.23,1.28,1.47,1.57,0.72,0.6,1.43,0.7,5.73,1.04,0
0.82,1.23,23.12,3.33,10.3,2.71,0.91,2.61,0.77,1.15,0.81,0.53,0.61,10.1,0.93,1
2.17,1.83,8.66,5.78,13.9,3.13,2.17,3.61,3.57,2.89,2.02,1.23,0.74,7.22,2.14,0
2.89,3.66,7.76,12.47,12.7,4.38,1.47,3.42,4.62,2.26,1.8,1.52,1.17,9,2.43,1
1.02,2.28,4.29,2.61,6.34,0.47,0.75,0.56,0.37,0.65,0.47,0.37,0.65,2.98,0.75,0
0.65,0.89,3.56,2.15,3.94,0.89,0.49,0.53,0.22,0.24,0.27,0.16,0.29,1.34,0.67,0
1.06,1.88,8.72,3.63,8.62,2.56,1.09,0.68,1.54,1.07,0.98,0.89,0.69,8.39,1.33,0
2.37,3.49,14.24,9.93,16.54,1.93,1.76,2.17,2.64,1.38,1.27,1.05,0.42,6.23,1.86,1
2.68,3.49,11.11,10.89,13.9,3.81,1.43,3.59,3.95,2.44,2.18,1.84,2.27,12.5,2.75,1
1.13,1.43,2.56,4.13,8.69,0.85,0.93,0.89,0.48,0.6,0.51,0.48,0.52,10,1.52,0
0.49,1.32,3.31,1.47,7.35,1.43,0.49,0.61,0.49,0.37,0.55,0.73,0.24,12.24,1.84,0
1.45,1.54,5.96,4.07,8.77,0.72,1.24,0.72,0.85,0.53,0.35,0.63,0.31,8.05,1.41,0
2.43,3.62,16.36,9.92,19.04,2.7,1.98,2.39,2.44,1.55,1.43,1.37,0.61,6.02,1.52,1
0.99,1.09,4.03,4.62,8.14,0.92,0.87,0.47,0.4,0.4,0.46,0.27,0.52,6.98,1.43,1
5.78,2.73,13.23,15.97,14.53,4.81,1.91,3.62,5.77,3.99,2.53,1.69,1.49,10,1.86,0
